simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,throttle_k_norm,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps,steering_k1_rad,throttle_k1_norm
30.8050022,30.881,30806.0,30882.0,76.0,0.07599779999999967,142.4505,172.732,0.32781419053131833,12.7613,7.8853,6.9987,0.6,143.1774,173.6125,0.3278149167342477,12.8058,7.8834,6.9987,0.0,0.6
30.881,30.884,30882.0,30885.0,3.0,0.0030000000000001137,143.1774,173.6125,0.3278149167342477,12.8058,7.8834,6.9987,0.6,143.2052,173.6506,0.32071116436067193,12.7501,7.9751,-6.9987,0.0,0.6
30.884,30.9320011,30885.0,30933.0,48.0,0.04800110000000046,143.2052,173.6506,0.32071116436067193,12.7501,7.9751,-6.9987,0.6,143.6649,174.2066,0.32071116436067193,12.7303,7.9706,-6.9987,0.0,0.0
30.9320011,30.9660015,30933.0,30967.0,34.0,0.03400040000000004,143.6649,174.2066,0.32071116436067193,12.7303,7.9706,-6.9987,0.0,143.9902,174.6004,0.32071116436067193,12.7385,7.9704,-6.9987,0.0,0.6
30.9660015,30.9960022,30967.0,30997.0,30.0,0.03000069999999866,143.9902,174.6004,0.32071116436067193,12.7385,7.9704,-6.9987,0.6,144.2777,174.9478,0.32071116436067193,12.7471,7.9702,-6.9987,0.0,0.6
30.9960022,31.045002,30997.0,31046.0,49.0,0.048999800000000704,144.2777,174.9478,0.32071116436067193,12.7471,7.9702,-6.9987,0.6,144.7494,175.5126,0.32781564937554153,12.84,7.8775,6.9987,0.0,0.6
31.045002,31.054,31046.0,31055.0,9.0,0.008997999999998285,144.7494,175.5126,0.32781564937554153,12.84,7.8775,6.9987,0.6,144.8349,175.6203,0.320909386869594,12.7856,7.9694,-6.9987,0.0,0.6
31.054,31.127,31055.0,31128.0,73.0,0.0730000000000004,144.8349,175.6203,0.320909386869594,12.7856,7.9694,-6.9987,0.6,145.5398,176.464,0.32781564937554153,12.8847,7.876,6.9987,0.0,0.6
31.127,31.1280022,31128.0,31129.0,1.0,0.0010022000000020626,145.5398,176.464,0.32781564937554153,12.8847,7.876,6.9987,0.6,145.5485,176.4789,0.320909386869594,12.8285,7.9683,-6.9987,0.0,0.6
31.1280022,31.207,31129.0,31208.0,79.0,0.07899779999999978,145.5485,176.4789,0.320909386869594,12.8285,7.9683,-6.9987,0.6,146.3143,177.3933,0.32781638845520744,12.9291,7.8741,6.9988,0.0,0.6
31.207,31.2080021,31208.0,31209.0,1.0,0.001002100000000894,146.3143,177.3933,0.32781638845520744,12.9291,7.8741,6.9988,0.6,146.323,177.4082,0.32091016317930654,12.8729,7.9667,-6.9987,0.0,0.6
31.2080021,31.283,31209.0,31284.0,75.0,0.07499789999999962,146.323,177.4082,0.32091016317930654,12.8729,7.9667,-6.9987,0.6,147.0531,178.2769,0.32781638845520744,12.9717,7.872,6.9988,0.0,0.6
31.283,31.2840023,31284.0,31285.0,1.0,0.0010022999999996784,147.0531,178.2769,0.32781638845520744,12.9717,7.872,6.9988,0.6,147.0619,178.2918,0.32091016317930654,12.9156,7.9649,-6.9987,0.0,0.6
31.2840023,31.3500023,31285.0,31351.0,66.0,0.06599999999999895,147.0619,178.2918,0.32091016317930654,12.9156,7.9649,-6.9987,0.6,147.7058,179.0598,0.32091016317930654,12.9549,7.9633,-6.9987,0.0,0.6
31.3500023,31.36,31351.0,31361.0,10.0,0.009997699999999554,147.7058,179.0598,0.32091016317930654,12.9549,7.9633,-6.9987,0.6,147.8036,179.1762,0.32091016317930654,12.958,7.963,-6.9987,0.0,0.6
31.36,31.4070015,31361.0,31408.0,47.0,0.04700150000000036,147.8036,179.1762,0.32091016317930654,12.958,7.963,-6.9987,0.6,148.2649,179.7201,0.32781713397325385,13.0242,7.8684,6.9988,0.0,0.6
31.4070015,31.4410019,31408.0,31442.0,34.0,0.03400040000000004,148.2649,179.7201,0.32781713397325385,13.0242,7.8684,6.9988,0.6,148.5986,180.1164,0.32781713397325385,13.0578,7.8672,6.9988,0.0,0.6
31.4410019,31.45,31442.0,31451.0,9.0,0.008998099999999454,148.5986,180.1164,0.32781713397325385,13.0578,7.8672,6.9988,0.6,148.6861,180.2246,0.32091263718447083,13.004,7.9605,-6.9987,0.0,0.6
31.45,31.526001,31451.0,31527.0,76.0,0.07600100000000154,148.6861,180.2246,0.32091263718447083,13.004,7.9605,-6.9987,0.6,149.4344,181.1108,0.32091263718447083,13.0455,7.9582,-6.9988,0.0,0.6
31.526001,31.5270023,31527.0,31528.0,1.0,0.0010012999999986505,149.4344,181.1108,0.32091263718447083,13.0455,7.9582,-6.9988,0.6,149.4453,181.1192,0.32781713397325385,13.1021,7.8644,6.9988,0.0,0.6
31.5270023,31.578001,31528.0,31579.0,51.0,0.05099870000000095,149.4453,181.1192,0.32781713397325385,13.1021,7.8644,6.9988,0.6,149.948,181.7178,0.32091340712408956,13.0585,7.9568,-6.9988,0.0,0.6
31.578001,31.6140022,31579.0,31615.0,36.0,0.03600120000000118,149.948,181.7178,0.32091340712408956,13.0585,7.9568,-6.9988,0.6,150.3046,182.138,0.32091340712408956,13.0903,7.9558,-6.9988,0.0,0.6
31.6140022,31.644001,31615.0,31645.0,30.0,0.02999879999999777,150.3046,182.138,0.32091340712408956,13.0903,7.9558,-6.9988,0.6,150.6021,182.4884,0.32091340712408956,13.0969,7.9549,-6.9988,0.0,0.6
31.644001,31.6960011,31645.0,31697.0,52.0,0.05200010000000077,150.6021,182.4884,0.32091340712408956,13.0969,7.9549,-6.9988,0.6,151.1187,183.0961,0.32091340712408956,13.1332,7.9534,-6.9988,0.0,0.6
31.6960011,31.6990013,31697.0,31700.0,3.0,0.003000199999998898,151.1187,183.0961,0.32091340712408956,13.1332,7.9534,-6.9988,0.6,151.1496,183.1279,0.3278178859296901,13.19,7.8587,6.9988,0.0,0.0
31.6990013,31.7770023,31700.0,31778.0,78.0,0.07800100000000043,151.1496,183.1279,0.3278178859296901,13.19,7.8587,6.9988,0.0,151.9249,184.039,0.3278186443245259,13.1549,7.8514,6.9988,0.0,0.0
31.7770023,31.7790012,31778.0,31780.0,2.0,0.0019989000000002477,151.9249,184.039,0.3278186443245259,13.1549,7.8514,6.9988,0.0,151.9448,184.0623,0.3278186443245259,13.1541,7.8513,6.9988,0.0,0.6
31.7790012,31.825,31780.0,31826.0,46.0,0.04599879999999956,151.9448,184.0623,0.3278186443245259,13.1541,7.8513,6.9988,0.6,152.4016,184.5993,0.3278186443245259,13.1632,7.8512,6.9988,0.0,0.6
31.825,31.8650017,31826.0,31866.0,40.0,0.04000170000000125,152.4016,184.5993,0.3278186443245259,13.1632,7.8512,6.9988,0.6,152.7997,185.0665,0.3278186443245259,13.1973,7.8508,6.9988,0.0,0.6
31.8650017,31.8720016,31866.0,31873.0,7.0,0.006999900000000281,152.7997,185.0665,0.3278186443245259,13.1973,7.8508,6.9988,0.6,152.8684,185.1516,0.32091418337061084,13.143,7.9452,-6.9988,0.0,0.6
31.8720016,31.9470024,31873.0,31948.0,75.0,0.07500079999999798,152.8684,185.1516,0.32091418337061084,13.143,7.9452,-6.9988,0.6,153.6181,186.0252,0.3278194091577715,13.2396,7.8496,6.9988,0.0,0.6
31.9470024,31.953001,31948.0,31954.0,6.0,0.00599860000000163,153.6181,186.0252,0.3278194091577715,13.2396,7.8496,6.9988,0.6,153.6782,186.0954,0.3278194091577715,13.2412,7.8495,6.9988,0.0,0.6
31.953001,31.9870014,31954.0,31988.0,34.0,0.03400040000000004,153.6782,186.0954,0.3278194091577715,13.2412,7.8495,6.9988,0.6,154.0185,186.4934,0.3278194091577715,13.2482,7.849,6.9988,0.0,0.6
31.9870014,32.0440025,31988.0,32045.0,57.0,0.05700109999999725,154.0185,186.4934,0.3278194091577715,13.2482,7.849,6.9988,0.6,154.5894,187.1639,0.32091496592404845,13.23,7.9429,-6.9988,0.0,0.6
32.0440025,32.045002,32045.0,32046.0,1.0,0.0009994999999989318,154.5894,187.1639,0.32091496592404845,13.23,7.9429,-6.9988,0.6,154.6005,187.1723,0.3278194091577715,13.2864,7.8478,6.9988,0.0,0.6
32.045002,32.1270027,32046.0,32128.0,82.0,0.08200070000000181,154.6005,187.1723,0.3278194091577715,13.2864,7.8478,6.9988,0.6,155.426,188.1332,0.3278218140229696,13.3284,7.8458,6.9989,0.0,0.6
32.1270027,32.1280022,32128.0,32129.0,1.0,0.0009994999999989318,155.426,188.1332,0.3278218140229696,13.3284,7.8458,6.9989,0.6,155.4351,188.1482,0.320914965924048,13.2725,7.9412,-6.9988,0.0,0.6
32.1280022,32.182003,32129.0,32183.0,54.0,0.05400080000000429,155.4351,188.1482,0.320914965924048,13.2725,7.9412,-6.9988,0.6,155.9805,188.7811,0.32091575478441525,13.3002,7.9401,-6.9988,0.0,0.6
32.182003,32.214,32183.0,32215.0,32.0,0.031996999999996945,155.9805,188.7811,0.32091575478441525,13.3002,7.9401,-6.9988,0.6,156.3047,189.1566,0.32091575478441525,13.3154,7.9393,-6.9988,0.0,0.6
32.214,32.2450027,32215.0,32246.0,31.0,0.031002700000001937,156.3047,189.1566,0.32091575478441525,13.3154,7.9393,-6.9988,0.6,156.6198,189.5171,0.3278218140229696,13.3777,7.8428,6.9989,0.0,0.6
32.2450027,32.296,32246.0,32297.0,51.0,0.0509972999999988,156.6198,189.5171,0.3278218140229696,13.3777,7.8428,6.9989,0.6,157.1368,190.1192,0.32091575478441525,13.3568,7.9372,-6.9988,0.0,0.6
32.296,32.303,32297.0,32304.0,7.0,0.006999999999997897,157.1368,190.1192,0.32091575478441525,13.3568,7.9372,-6.9988,0.6,157.2091,190.1982,0.3278218140229696,13.4146,7.841,6.9989,0.0,0.6
32.303,32.379,32304.0,32380.0,76.0,0.07600000000000051,157.2091,190.1982,0.3278218140229696,13.4146,7.841,6.9989,0.6,157.9834,191.0913,0.32782257279208826,13.4543,7.8388,6.9989,0.0,0.6
32.379,32.38,32380.0,32381.0,1.0,0.0010000000000047748,157.9834,191.0913,0.32782257279208826,13.4543,7.8388,6.9989,0.6,157.9926,191.1063,0.32091654995172547,13.3984,7.9351,-6.9989,0.0,0.6
32.38,32.437,32381.0,32438.0,57.0,0.056999999999995055,157.9926,191.1063,0.32091654995172547,13.3984,7.9351,-6.9989,0.6,158.5762,191.7735,0.32782257279208826,13.4776,7.8372,6.9989,0.0,0.6
32.437,32.462,32438.0,32463.0,25.0,0.025000000000005684,158.5762,191.7735,0.32782257279208826,13.4776,7.8372,6.9989,0.6,158.8314,192.0709,0.32091654995172547,13.4394,7.9329,-6.9989,0.0,0.6
32.462,32.4750023,32463.0,32476.0,13.0,0.01300229999999658,158.8314,192.0709,0.32091654995172547,13.4394,7.9329,-6.9989,0.6,158.9657,192.2206,0.32782257279208826,13.4986,7.836,6.9989,0.0,0.6
32.4750023,32.549,32476.0,32550.0,74.0,0.07399769999999961,158.9657,192.2206,0.32782257279208826,13.4986,7.836,6.9989,0.6,159.7256,193.0916,0.32782333799975927,13.5378,7.8338,6.9989,0.0,0.6
32.549,32.5500031,32550.0,32551.0,1.0,0.0010030999999983692,159.7256,193.0916,0.32782333799975927,13.5378,7.8338,6.9989,0.6,159.7349,193.1067,0.32091654995172547,13.482,7.9306,-6.9989,0.0,0.6
32.5500031,32.604,32551.0,32605.0,54.0,0.05399690000000135,159.7349,193.1067,0.32091654995172547,13.482,7.9306,-6.9989,0.6,160.291,193.7428,0.32091735142599465,13.5007,7.9292,-6.9989,0.0,0.6
32.604,32.637,32605.0,32638.0,33.0,0.03300000000000125,160.291,193.7428,0.32091735142599465,13.5007,7.9292,-6.9989,0.6,160.6328,194.1286,0.32782333799975927,13.5795,7.831,6.9989,0.0,0.6
32.637,32.645,32638.0,32646.0,8.0,0.008000000000002672,160.6328,194.1286,0.32782333799975927,13.5795,7.831,6.9989,0.6,160.7154,194.223,0.32782333799975927,13.5815,7.8308,6.9989,0.0,0.6
32.645,32.7250023,32646.0,32726.0,80.0,0.08000229999999675,160.7154,194.223,0.32782333799975927,13.5815,7.8308,6.9989,0.6,161.5437,195.1665,0.32782333799975927,13.6211,7.8282,6.9989,0.0,0.6
32.7250023,32.726,32726.0,32727.0,1.0,0.000997699999999213,161.5437,195.1665,0.32782333799975927,13.6211,7.8282,6.9989,0.6,161.5531,195.1816,0.32091735142599465,13.5653,7.9256,-6.9989,0.0,0.6
32.726,32.7650032,32727.0,32766.0,39.0,0.039003200000003346,161.5531,195.1816,0.32091735142599465,13.5653,7.9256,-6.9989,0.6,161.9587,195.6385,0.32782410964599595,13.6288,7.827,6.9989,0.0,0.6
32.7650032,32.818,32766.0,32819.0,53.0,0.0529967999999954,161.9587,195.6385,0.32782410964599595,13.6288,7.827,6.9989,0.6,162.5089,196.2677,0.3209181592072379,13.6077,7.923,-6.9989,0.0,0.6
32.818,32.819,32819.0,32820.0,1.0,0.0010000000000047748,162.5089,196.2677,0.3209181592072379,13.6077,7.923,-6.9989,0.6,162.5203,196.2762,0.32782410964599595,13.664,7.8253,6.9989,0.0,0.6
32.819,32.874,32820.0,32875.0,55.0,0.054999999999999716,162.5203,196.2762,0.32782410964599595,13.664,7.8253,6.9989,0.6,163.0926,196.9291,0.3209181592072379,13.6355,7.9216,-6.9989,0.0,0.6
32.874,32.9110031,32875.0,32912.0,37.0,0.03700309999999973,163.0926,196.9291,0.3209181592072379,13.6355,7.9216,-6.9989,0.6,163.4803,197.3633,0.32782410964599595,13.7064,7.8224,6.9989,0.0,0.6
32.9110031,32.9120026,32912.0,32913.0,1.0,0.0009994999999989318,163.4803,197.3633,0.32782410964599595,13.7064,7.8224,6.9989,0.6,163.4897,197.3784,0.3209181592072379,13.6506,7.9203,-6.9989,0.0,0.6
32.9120026,32.979,32913.0,32980.0,67.0,0.06699739999999821,163.4897,197.3784,0.3209181592072379,13.6506,7.9203,-6.9989,0.6,164.1921,198.1675,0.32782488773081075,13.742,7.8202,6.9989,0.0,0.6
32.979,33.007,32980.0,33008.0,28.0,0.027999999999998693,164.1921,198.1675,0.32782488773081075,13.742,7.8202,6.9989,0.6,164.486,198.4988,0.32782488773081075,13.7488,7.8193,6.9989,0.0,0.6
33.007,33.0080032,33008.0,33009.0,1.0,0.0010031999999995378,164.486,198.4988,0.32782488773081075,13.7488,7.8193,6.9989,0.6,164.4955,198.5139,0.3209205065110372,13.693,7.9176,-6.9989,0.0,0.6
33.0080032,33.067,33009.0,33068.0,59.0,0.058996800000002736,164.4955,198.5139,0.3209205065110372,13.693,7.9176,-6.9989,0.6,165.1165,199.2092,0.32782488773081075,13.7825,7.8173,6.9989,0.0,0.6
33.067,33.1070023,33068.0,33108.0,40.0,0.040002299999997604,165.1165,199.2092,0.32782488773081075,13.7825,7.8173,6.9989,0.6,165.5378,199.6828,0.32782488773081075,13.7918,7.8162,6.9989,0.0,0.6
33.1070023,33.108,33108.0,33109.0,1.0,0.000997699999999213,165.5378,199.6828,0.32782488773081075,13.7918,7.8162,6.9989,0.6,165.5474,199.6979,0.3209205065110372,13.7359,7.9147,-6.9989,0.0,0.6
33.108,33.1750031,33109.0,33176.0,67.0,0.06700310000000087,165.5474,199.6979,0.3209205065110372,13.7359,7.9147,-6.9989,0.6,166.2558,200.4885,0.3278256722542183,13.8281,7.8141,6.999,0.0,0.6
33.1750031,33.206,33176.0,33207.0,31.0,0.030996900000005212,166.2558,200.4885,0.3278256722542183,13.8281,7.8141,6.999,0.6,166.5825,200.8593,0.32092050651103765,13.7778,7.9121,-6.9989,0.0,0.6
33.206,33.215,33207.0,33216.0,9.0,0.009000000000000341,166.5825,200.8593,0.32092050651103765,13.7778,7.9121,-6.9989,0.6,166.6787,200.9628,0.3277930428334028,13.8352,7.813,6.999,0.0,0.6
33.215,33.298,33216.0,33299.0,83.0,0.08299999999999841,166.6787,200.9628,0.3277930428334028,13.8352,7.813,6.999,0.6,167.5582,201.9509,0.32092130792347273,13.8187,7.9096,-6.9989,0.0,0.6
33.298,33.299,33299.0,33300.0,1.0,0.0009999999999976694,167.5582,201.9509,0.32092130792347273,13.8187,7.9096,-6.9989,0.6,167.5699,201.9595,0.3277930428334028,13.8749,7.8105,6.999,0.0,0.6
33.299,33.316,33300.0,33317.0,17.0,0.017000000000003013,167.5699,201.9595,0.3277930428334028,13.8749,7.8105,6.999,0.6,167.7494,202.1646,0.32092130792347273,13.834,7.9092,-6.9989,0.0,0.6
33.316,33.3900032,33317.0,33391.0,74.0,0.07400319999999994,167.7494,202.1646,0.32092130792347273,13.834,7.9092,-6.9989,0.6,168.5375,203.043,0.32092130792347273,13.859,7.9071,-6.9989,0.0,0.6
33.3900032,33.3920021,33391.0,33393.0,2.0,0.001998899999996695,168.5375,203.043,0.32092130792347273,13.859,7.9071,-6.9989,0.6,168.5588,203.0668,0.32092130792347273,13.8592,7.9071,-6.9989,0.0,0.6
33.3920021,33.4190025,33393.0,33420.0,27.0,0.027000399999998592,168.5588,203.0668,0.32092130792347273,13.8592,7.9071,-6.9989,0.6,168.848,203.3843,0.3277938336891384,13.9427,7.8068,6.999,0.0,0.6
33.4190025,33.492,33420.0,33493.0,73.0,0.0729974999999996,168.848,203.3843,0.3277938336891384,13.9427,7.8068,6.999,0.6,169.6276,204.2553,0.32092211564303463,13.9088,7.9044,-6.999,0.0,0.6
33.492,33.493,33493.0,33494.0,1.0,0.0010000000000047748,169.6276,204.2553,0.32092211564303463,13.9088,7.9044,-6.999,0.6,169.6393,204.2639,0.3277938336891384,13.9649,7.8046,6.999,0.0,0.6
33.493,33.5360031,33494.0,33537.0,43.0,0.04300309999999996,169.6393,204.2639,0.3277938336891384,13.9649,7.8046,6.999,0.6,170.0994,204.7787,0.32092211564303463,13.9337,7.9031,-6.999,0.0,0.6
33.5360031,33.587,33537.0,33588.0,51.0,0.05099690000000123,170.0994,204.7787,0.32092211564303463,13.9337,7.9031,-6.999,0.6,170.6479,205.3824,0.3277938336891384,14.0092,7.8018,6.999,0.0,0.6
33.587,33.588,33588.0,33589.0,1.0,0.0009999999999976694,170.6479,205.3824,0.3277938336891384,14.0092,7.8018,6.999,0.6,170.6577,205.3976,0.32092211564303463,13.9561,7.9018,-6.999,0.0,0.0
33.588,33.643,33589.0,33644.0,55.0,0.054999999999999716,170.6577,205.3976,0.32092211564303463,13.9561,7.9018,-6.999,0.0,171.2496,206.0486,0.3277946309816091,13.9888,7.7964,6.999,0.0,0.0
33.643,33.6830025,33644.0,33684.0,40.0,0.04000249999999994,171.2496,206.0486,0.3277946309816091,13.9888,7.7964,6.999,0.0,171.6789,206.5241,0.3277946309816091,14.0112,7.796,6.999,0.0,0.6
33.6830025,33.685,33684.0,33686.0,2.0,0.0019975000000016507,171.6789,206.5241,0.3277946309816091,14.0112,7.796,6.999,0.6,171.7004,206.5479,0.3277946309816091,14.0145,7.7959,6.999,0.0,0.6
33.685,33.762,33686.0,33763.0,77.0,0.07699999999999818,171.7004,206.5479,0.3277946309816091,14.0145,7.7959,6.999,0.6,172.5284,207.4677,0.320922929669742,13.9782,7.8951,-6.999,0.0,0.6
33.762,33.776,33763.0,33777.0,14.0,0.014000000000002899,172.5284,207.4677,0.320922929669742,13.9782,7.8951,-6.999,0.6,172.6794,207.6343,0.320922929669742,13.9988,7.895,-6.999,0.0,0.6
33.776,33.796,33777.0,33797.0,20.0,0.01999999999999602,172.6794,207.6343,0.320922929669742,13.9988,7.895,-6.999,0.6,172.8954,207.8725,0.320922929669742,14.005,7.8946,-6.999,0.0,0.6
33.796,33.8700027,33797.0,33871.0,74.0,0.0740027000000012,172.8954,207.8725,0.320922929669742,14.005,7.8946,-6.999,0.6,173.6952,208.7543,0.320922929669742,14.0404,7.8934,-6.999,0.0,0.6
33.8700027,33.8710022,33871.0,33872.0,1.0,0.0009994999999989318,173.6952,208.7543,0.320922929669742,14.0404,7.8934,-6.999,0.6,173.7071,208.763,0.32779543471083095,14.0963,7.7926,6.999,0.0,0.6
33.8710022,33.923,33872.0,33924.0,52.0,0.051997800000002314,173.7071,208.763,0.32779543471083095,14.0963,7.7926,6.999,0.6,174.2708,209.3826,0.3277969100236051,14.1076,7.7916,6.999,0.0,0.6
33.923,33.9600029,33924.0,33961.0,37.0,0.037002899999997396,174.2708,209.3826,0.3277969100236051,14.1076,7.7916,6.999,0.6,174.6713,209.8271,0.3209237500036122,14.077,7.8918,-6.999,0.0,0.6
33.9600029,33.9610023,33961.0,33962.0,1.0,0.0009993999999977632,174.6713,209.8271,0.3209237500036122,14.077,7.8918,-6.999,0.6,174.6832,209.8357,0.3277969100236051,14.1331,7.7909,6.999,0.0,0.6
33.9610023,34.039,33962.0,34040.0,78.0,0.0779977000000045,174.6832,209.8357,0.3277969100236051,14.1331,7.7909,6.999,0.6,175.5318,210.7664,0.3277969100236051,14.1507,7.789,6.999,0.0,0.6
34.039,34.052002,34040.0,34053.0,13.0,0.01300200000000018,175.5318,210.7664,0.3277969100236051,14.1507,7.789,6.999,0.6,175.6724,210.9249,0.3209237500036122,14.1135,7.8899,-6.999,0.0,0.6
34.052002,34.074,34053.0,34075.0,22.0,0.02199799999999641,175.6724,210.9249,0.3209237500036122,14.1135,7.8899,-6.999,0.6,175.9124,211.1877,0.3209237500036122,14.1237,7.8894,-6.999,0.0,0.6
34.074,34.144,34075.0,34145.0,70.0,0.07000000000000028,175.9124,211.1877,0.3209237500036122,14.1237,7.8894,-6.999,0.6,176.6771,212.024,0.32092457664466467,14.1541,7.888,-6.999,0.0,0.6
34.144,34.145,34145.0,34146.0,1.0,0.0010000000000047748,176.6771,212.024,0.32092457664466467,14.1541,7.888,-6.999,0.6,176.689,212.0327,0.3277977012529494,14.2101,7.7865,6.999,0.0,0.6
34.145,34.191,34146.0,34192.0,46.0,0.045999999999999375,176.689,212.0327,0.3277977012529494,14.2101,7.7865,6.999,0.6,177.1929,212.5824,0.3277977012529494,14.224,7.7853,6.999,0.0,0.6
34.191,34.235,34192.0,34236.0,44.0,0.04399999999999693,177.1929,212.5824,0.3277977012529494,14.224,7.7853,6.999,0.6,177.6747,213.1081,0.3277977012529494,14.2045,7.7813,6.999,0.0,0.0
34.235,34.2380028,34236.0,34239.0,3.0,0.0030027999999973076,177.6747,213.1081,0.3277977012529494,14.2045,7.7813,6.999,0.0,177.7065,213.1472,0.32092457664466467,14.1466,7.8824,-6.999,0.0,0.0
34.2380028,34.316,34239.0,34317.0,78.0,0.07799720000000576,177.7065,213.1472,0.32092457664466467,14.1466,7.8824,-6.999,0.0,178.5584,214.0782,0.32092457664466467,14.1088,7.8765,-6.999,0.0,0.0
34.316,34.326,34317.0,34327.0,10.0,0.00999999999999801,178.5584,214.0782,0.32092457664466467,14.1088,7.8765,-6.999,0.0,178.6674,214.1975,0.32092457664466467,14.104,7.8759,-6.999,0.0,0.0
34.326,34.346,34327.0,34347.0,20.0,0.01999999999999602,178.6674,214.1975,0.32092457664466467,14.104,7.8759,-6.999,0.0,178.8853,214.4358,0.32092457664466467,14.0943,7.8747,-6.999,0.0,0.0
34.346,34.4190025,34347.0,34420.0,73.0,0.07300250000000119,178.8853,214.4358,0.32092457664466467,14.0943,7.8747,-6.999,0.0,179.6803,215.3022,0.32779849891917756,14.1153,7.7702,6.9991,0.0,0.0
34.4190025,34.428,34420.0,34429.0,9.0,0.008997499999999548,179.6803,215.3022,0.32779849891917756,14.1153,7.7702,6.9991,0.0,179.777,215.4126,0.3209254095929186,14.0547,7.8706,-6.999,0.0,0.0
34.428,34.5020027,34429.0,34503.0,74.0,0.0740027000000012,179.777,215.4126,0.3209254095929186,14.0547,7.8706,-6.999,0.0,180.5791,216.2929,0.3209254095929186,14.019,7.868,-6.999,0.0,0.0
34.5020027,34.519,34503.0,34520.0,17.0,0.016997299999999882,180.5791,216.2929,0.3209254095929186,14.019,7.868,-6.999,0.0,180.764,216.4917,0.32779930302230653,14.0671,7.767,6.9991,0.0,0.0
34.519,34.528,34520.0,34529.0,9.0,0.009000000000000341,180.764,216.4917,0.32779930302230653,14.0671,7.767,6.9991,0.0,180.8603,216.602,0.3209254095929186,14.0065,7.8673,-6.999,0.0,0.0
34.528,34.5980034,34529.0,34599.0,70.0,0.07000340000000449,180.8603,216.602,0.3209254095929186,14.0065,7.8673,-6.999,0.0,181.616,217.4335,0.32092624884839527,13.9729,7.8658,-6.999,0.0,0.0
34.5980034,34.6190033,34599.0,34620.0,21.0,0.020999899999999627,181.616,217.4335,0.32092624884839527,13.9729,7.8658,-6.999,0.0,181.8432,217.6795,0.32779930302230653,14.0191,7.7653,6.9991,0.0,0.0
34.6190033,34.6200027,34620.0,34621.0,1.0,0.0009993999999977632,181.8432,217.6795,0.32779930302230653,14.0191,7.7653,6.9991,0.0,181.853,217.6947,0.3209276428791723,13.9624,7.8654,-6.999,0.0,0.0
34.6200027,34.681,34621.0,34682.0,61.0,0.06099729999999681,181.853,217.6947,0.3209276428791723,13.9624,7.8654,-6.999,0.0,182.5101,218.4152,0.32779930302230653,13.9894,7.7647,6.9991,0.0,0.0
34.681,34.719,34682.0,34720.0,38.0,0.03800000000000381,182.5101,218.4152,0.32779930302230653,13.9894,7.7647,6.9991,0.0,182.918,218.8657,0.32799662188209133,13.9712,7.7644,6.9991,0.0,0.0
34.719,34.72,34720.0,34721.0,1.0,0.0009999999999976694,182.918,218.8657,0.32799662188209133,13.9712,7.7644,6.9991,0.0,182.9277,218.8808,0.3209276428791723,13.9145,7.8643,-6.9991,0.0,0.0
34.72,34.755,34721.0,34756.0,35.0,0.035000000000003695,182.9277,218.8808,0.3209276428791723,13.9145,7.8643,-6.9991,0.0,183.3038,219.2925,0.32799743211828636,13.954,7.7643,6.9991,0.0,0.0
34.755,34.819,34756.0,34820.0,64.0,0.06400000000000006,183.3038,219.2925,0.32799743211828636,13.954,7.7643,6.9991,0.0,183.9882,220.0503,0.32799743211828636,13.9235,7.7643,6.9991,0.0,0.0
34.819,34.8350029,34820.0,34836.0,16.0,0.0160028999999966,183.9882,220.0503,0.32799743211828636,13.9235,7.7643,6.9991,0.0,184.159,220.2397,0.32799743211828636,13.9158,7.7644,6.9991,0.0,0.0
34.8350029,34.903,34836.0,34904.0,68.0,0.06799709999999948,184.159,220.2397,0.32799743211828636,13.9158,7.7644,6.9991,0.0,184.8837,221.0441,0.32799743211828636,13.8835,7.7646,6.9991,0.0,0.0
34.903,34.9190025,34904.0,34920.0,16.0,0.01600249999999903,184.8837,221.0441,0.32799743211828636,13.8835,7.7646,6.9991,0.0,185.0539,221.2333,0.32799743211828636,13.8759,7.7647,6.9991,0.0,0.0
34.9190025,34.9250031,34920.0,34926.0,6.0,0.006000600000000134,185.0539,221.2333,0.32799743211828636,13.8759,7.7647,6.9991,0.0,185.1177,221.3043,0.32799743211828636,13.8731,7.7648,6.9991,0.0,0.0
34.9250031,35.0010033,34926.0,35002.0,76.0,0.07600020000000285,185.1177,221.3043,0.32799743211828636,13.8731,7.7648,6.9991,0.0,185.9245,222.2023,0.32799824879494643,13.8371,7.7653,6.9991,0.0,0.0
35.0010033,35.019,35002.0,35020.0,18.0,0.017996699999997645,185.9245,222.2023,0.32799824879494643,13.8371,7.7653,6.9991,0.0,186.1151,222.4149,0.32799824879494643,13.8285,7.7655,6.9991,0.0,0.0
35.019,35.02,35020.0,35021.0,1.0,0.0010000000000047748,186.1151,222.4149,0.32799824879494643,13.8285,7.7655,6.9991,0.0,186.1247,222.43,0.3209293023476971,13.7719,7.8643,-6.9991,0.0,0.0
35.02,35.069,35021.0,35070.0,49.0,0.04899999999999949,186.1247,222.43,0.3209293023476971,13.7719,7.8643,-6.9991,0.0,186.644,223.0053,0.32799824879494643,13.8049,7.766,6.9991,0.0,0.0
